season,teamName,playerName,playerAge,nationality,height(cm),weight(kg),game_appear,game_lineups,position,rating,sub_in,sub_out,sub_bench,shots_total,shots_on,goals_total,goal_conceded,goal_assists,goal_saved,pass_total,key_pass,pass_accura,tackle_total,tackle_blocks,tackle_intercep,duel_total,duel_won,dribble_attemp,dribble_success,fouls_drawn,fouls_committed,yellow_card,yollowed_card,red_card,penalty_scored,penalty_missed,penalty_saved
2021,Barcelona,M. Braithwaite,33,Denmark,180.0,77.0,4.0,3.0,Attacker,7.0,1.0,2.0,16.0,4.0,3.0,2.0,0.0,1.0,0.0,54.0,2.0,11.0,1.0,0.0,1.0,25.0,8.0,3.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Barcelona,Estanis Pedrola,21,Spain,185.0,74.47086247086247,1.0,0.0,Attacker,6.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Barcelona,Jandro Orellana,24,Spain,177.0,63.0,0.0,0.0,Midfielder,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Barcelona,Álvaro Sanz,23,Spain,171.0,68.0,2.0,0.0,Midfielder,6.25,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,5.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Barcelona,Nico González,22,Spain,188.0,85.0,27.0,12.0,Midfielder,6.715384,15.0,10.0,19.0,11.0,4.0,2.0,0.0,1.0,0.0,673.0,13.0,22.0,31.0,0.0,6.0,181.0,89.0,43.0,34.0,19.0,37.0,6.0,0.0,0.0,0.0,0.0,0.0
2021,Barcelona,R. Manaj,27,Albania,182.0,76.0,0.0,0.0,Attacker,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Barcelona,Álex Collado,25,Spain,177.0,66.0,0.0,0.0,Midfielder,6.717647,0.0,0.0,0.0,12.0,8.0,0.0,0.0,1.0,0.0,314.0,17.0,15.0,27.0,2.0,6.0,157.0,63.0,38.0,14.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Barcelona,Ferran Jutglà,25,Spain,176.0,75.0,6.0,4.0,Attacker,6.78,2.0,3.0,4.0,9.0,4.0,1.0,0.0,0.0,0.0,113.0,2.0,16.0,2.0,0.0,1.0,31.0,16.0,5.0,2.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
2021,Barcelona,Y. Demir,21,Austria,171.0,72.0,6.0,2.0,Attacker,6.516666,4.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,13.0,3.0,0.0,2.0,24.0,12.0,9.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Barcelona,Arnau Comas,24,Spain,191.0,83.0,0.0,0.0,Defender,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Barcelona,L. Carević,25,Montenegro,193.0,85.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Barcelona,M. Pjanić,34,Bosnia and Herzegovina,178.0,72.0,0.0,0.0,Midfielder,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Barcelona,Adama Traoré,28,Spain,178.0,86.0,11.0,4.0,Attacker,6.9,7.0,3.0,13.0,7.0,3.0,0.0,0.0,2.0,0.0,128.0,7.0,9.0,4.0,0.0,4.0,66.0,40.0,35.0,24.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Barcelona,Neto,35,Brazil,190.0,84.0,3.0,3.0,Goalkeeper,6.866666,0.0,0.0,33.0,0.0,0.0,0.0,4.0,0.0,10.0,112.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021,Atletico Madrid,Šime Vrsaljko,30,Croatia,181.0,76.0,21.0,10.0,Defender,6.715789,11.0,6.0,21.0,4.0,1.0,1.0,0.0,2.0,0.0,456.0,3.0,16.0,27.0,1.0,12.0,124.0,70.0,7.0,5.0,5.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0
2021,Atletico Madrid,Sergio Camus,27,Spain,176.0,73.0,0.0,0.0,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Atletico Madrid,Manu Lama,23,Spain,192.0,82.0,0.0,0.0,Defender,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Atletico Madrid,Ibrahima Cámara,21,Spain,181.0,74.47086247086247,0.0,0.0,Defender,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Atletico Madrid,Alberto Moreno,22,Spain,175.0,69.0,0.0,0.0,Midfielder,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Atletico Madrid,Joan Rojas,24,Spain,185.0,74.47086247086247,0.0,0.0,Defender,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Atletico Madrid,Sergio Díez,21,Spain,178.0,75.0,0.0,0.0,Defender,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Atletico Madrid,I. Šaponjić,27,Serbia,190.0,86.0,0.0,0.0,Attacker,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Atletico Madrid,Christian Gómez,24,Spain,187.0,74.47086247086247,0.0,0.0,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Atletico Madrid,Renan Lodi,26,Brazil,173.0,68.0,29.0,13.0,Defender,6.655555,16.0,10.0,23.0,9.0,4.0,2.0,0.0,2.0,0.0,489.0,11.0,14.0,31.0,4.0,13.0,177.0,97.0,31.0,17.0,21.0,21.0,5.0,0.0,0.0,0.0,0.0,0.0
2021,Atletico Madrid,João Félix,25,Portugal,181.0,70.0,24.0,13.0,Attacker,7.145833,11.0,9.0,11.0,32.0,15.0,8.0,0.0,4.0,0.0,420.0,19.0,13.0,5.0,1.0,7.0,187.0,112.0,52.0,31.0,57.0,15.0,2.0,1.0,0.0,0.0,0.0,0.0
2021,Atletico Madrid,Fran González,26,Spain,190.0,74.47086247086247,0.0,0.0,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Atletico Madrid,G. Kondogbia,31,Central African Republic,188.0,80.0,28.0,21.0,Midfielder,7.010714,7.0,6.0,8.0,10.0,1.0,1.0,0.0,2.0,0.0,993.0,11.0,30.0,74.0,5.0,44.0,296.0,178.0,33.0,29.0,37.0,40.0,11.0,2.0,0.0,0.0,0.0,0.0
2021,Atletico Madrid,Carlos Martín,22,Spain,181.26603001364256,74.47086247086247,1.0,0.0,Attacker,6.7,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2021,Atletico Madrid,Y. Carrasco,31,Belgium,181.0,73.0,34.0,28.0,Midfielder,7.094117,6.0,14.0,6.0,33.0,12.0,6.0,0.0,6.0,0.0,1022.0,54.0,24.0,34.0,5.0,19.0,331.0,169.0,136.0,88.0,39.0,30.0,5.0,0.0,0.0,2.0,0.0,0.0
2021,Atletico Madrid,S. Arias,32,Colombia,178.0,72.0,0.0,0.0,Defender,6.616666,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,152.0,5.0,11.0,12.0,4.0,5.0,61.0,29.0,7.0,3.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Atletico Madrid,D. Wass,35,Denmark,181.0,74.0,1.0,0.0,Midfielder,6.7,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,13.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2021,Atletico Madrid,H. Herrera,34,Mexico,185.0,80.0,21.0,8.0,Midfielder,6.8,13.0,4.0,22.0,5.0,3.0,0.0,0.0,0.0,0.0,653.0,10.0,27.0,16.0,2.0,12.0,124.0,63.0,19.0,16.0,8.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0
2021,Atletico Madrid,Matheus Cunha,25,Brazil,183.0,76.0,29.0,8.0,Attacker,6.844827,21.0,8.0,22.0,30.0,15.0,6.0,0.0,4.0,0.0,207.0,8.0,5.0,19.0,2.0,5.0,198.0,72.0,12.0,7.0,26.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0
2021,Atletico Madrid,K. Trippier,34,England,178.0,71.0,15.0,12.0,Defender,6.913333,3.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,630.0,7.0,33.0,22.0,1.0,10.0,107.0,63.0,12.0,7.0,6.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0
2021,Athletic Club,Balenziaga,36,Spain,177.0,76.0,26.0,23.0,Defender,6.708,3.0,4.0,14.0,5.0,2.0,0.0,0.0,0.0,0.0,763.0,8.0,22.0,33.0,4.0,21.0,157.0,84.0,12.0,6.0,12.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0
2021,Athletic Club,Ander Iru,26,Spain,188.0,74.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Athletic Club,Luis Bilbao,21,Spain,181.26603001364256,74.47086247086247,0.0,0.0,Attacker,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Athletic Club,Nico Williams,22,Spain,181.0,67.0,34.0,11.0,Attacker,6.566666,23.0,10.0,23.0,20.0,10.0,0.0,0.0,0.0,0.0,389.0,16.0,8.0,20.0,2.0,5.0,225.0,97.0,90.0,44.0,23.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0
2021,Athletic Club,Peru Nolaskoain,26,Spain,186.0,81.0,1.0,0.0,Defender,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Athletic Club,Unai Simón,27,Spain,190.0,88.0,34.0,34.0,Goalkeeper,6.914705,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,83.0,746.0,1.0,14.0,0.0,0.0,1.0,9.0,8.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
2021,Athletic Club,Jokin Ezkieta,28,Spain,193.0,80.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Athletic Club,Capa,32,Spain,175.0,75.0,1.0,0.0,Defender,6.2,1.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Athletic Club,Nico Serrano,21,Spain,181.0,74.47086247086247,14.0,3.0,Attacker,6.642857,11.0,2.0,28.0,6.0,4.0,1.0,0.0,0.0,0.0,103.0,3.0,6.0,9.0,1.0,2.0,48.0,20.0,7.0,4.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Athletic Club,Unai Vencedor,24,Spain,176.0,71.0,34.0,29.0,Midfielder,6.7,5.0,16.0,5.0,10.0,2.0,0.0,0.0,0.0,0.0,1254.0,15.0,29.0,26.0,13.0,19.0,227.0,108.0,30.0,25.0,35.0,28.0,4.0,0.0,0.0,0.0,0.0,0.0
2021,Athletic Club,Jon Morcillo,26,Spain,183.0,72.0,7.0,0.0,Attacker,6.44,7.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,3.0,3.0,0.0,0.0,9.0,4.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
2021,Athletic Club,Álex Petxa,27,Spain,179.0,67.0,17.0,1.0,Defender,6.553333,16.0,0.0,35.0,1.0,1.0,0.0,0.0,0.0,0.0,210.0,1.0,9.0,12.0,2.0,4.0,64.0,33.0,9.0,3.0,12.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0
2021,Athletic Club,Juan Artola,24,Spain,176.0,72.0,0.0,0.0,Attacker,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Athletic Club,Unai Núñez,27,Spain,186.0,80.0,9.0,7.0,Defender,6.6,2.0,1.0,26.0,6.0,1.0,0.0,0.0,0.0,0.0,337.0,2.0,32.0,4.0,8.0,8.0,52.0,26.0,4.0,3.0,7.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0
2021,Athletic Club,Unai López,29,Spain,170.0,68.0,0.0,0.0,Midfielder,6.651851,0.0,0.0,0.0,15.0,7.0,0.0,0.0,0.0,0.0,770.0,24.0,25.0,19.0,0.0,10.0,158.0,58.0,27.0,14.0,17.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Athletic Club,Asier Villalibre,27,Spain,184.0,86.0,19.0,3.0,Attacker,6.55,16.0,4.0,19.0,14.0,6.0,2.0,0.0,0.0,0.0,111.0,3.0,4.0,4.0,1.0,1.0,80.0,40.0,5.0,4.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Athletic Club,I. Williams,30,Ghana,186.0,81.0,38.0,32.0,Attacker,6.9,6.0,14.0,6.0,69.0,37.0,8.0,0.0,5.0,0.0,607.0,33.0,10.0,14.0,3.0,3.0,291.0,131.0,56.0,28.0,40.0,24.0,4.0,0.0,0.0,1.0,0.0,0.0
2021,Athletic Club,Álex Berenguer,29,Spain,175.0,73.0,34.0,24.0,Attacker,6.855882,10.0,13.0,12.0,34.0,16.0,3.0,0.0,6.0,0.0,717.0,43.0,15.0,45.0,2.0,16.0,386.0,173.0,71.0,33.0,46.0,44.0,8.0,0.0,0.0,0.0,1.0,0.0
2021,Athletic Club,Muniain,32,Spain,170.0,65.0,35.0,34.0,Attacker,7.331428,1.0,19.0,3.0,31.0,21.0,4.0,0.0,10.0,0.0,1373.0,107.0,33.0,32.0,1.0,17.0,329.0,183.0,104.0,65.0,81.0,15.0,3.0,0.0,0.0,1.0,2.0,0.0
2021,Athletic Club,Raúl García,38,Spain,184.0,83.0,35.0,24.0,Midfielder,6.877142,11.0,23.0,12.0,33.0,14.0,6.0,0.0,2.0,0.0,582.0,18.0,10.0,27.0,4.0,9.0,285.0,125.0,12.0,9.0,32.0,49.0,4.0,0.0,0.0,0.0,1.0,0.0
2021,Valencia,Hélder Costa,30,Angola,178.0,79.0,22.0,13.0,Attacker,6.495454,9.0,8.0,20.0,6.0,2.0,0.0,0.0,1.0,0.0,250.0,17.0,8.0,27.0,1.0,3.0,195.0,72.0,58.0,23.0,14.0,28.0,3.0,0.0,0.0,0.0,0.0,0.0
2021,Valencia,Charlie Pérez,22,Spain,181.26603001364256,74.47086247086247,0.0,0.0,Goalkeeper,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Valencia,A. Burlamaqui,22,Peru,179.0,70.0,0.0,0.0,Midfielder,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Valencia,Joseda,22,Spain,181.0,74.47086247086247,0.0,0.0,Defender,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Valencia,Pedro Alemañ,22,Spain,182.0,70.0,0.0,0.0,Midfielder,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Valencia,Javi Guerra,21,Spain,187.0,77.0,0.0,0.0,Midfielder,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Valencia,Álex Blanco,26,Spain,175.0,70.0,0.0,0.0,Midfielder,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Valencia,D. Cheryshev,34,Russia,179.0,74.0,17.0,5.0,Midfielder,6.61875,12.0,5.0,24.0,7.0,5.0,0.0,0.0,1.0,0.0,141.0,3.0,6.0,14.0,1.0,9.0,76.0,32.0,11.0,6.0,7.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
2021,Valencia,Manu Vallejo,27,Spain,167.0,72.0,9.0,0.0,Attacker,6.61,9.0,0.0,22.0,3.0,2.0,0.0,0.0,1.0,0.0,99.0,4.0,7.0,8.0,0.0,0.0,56.0,17.0,10.0,1.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0
2021,Valencia,Marcos André,28,Brazil,184.0,78.0,29.0,8.0,Attacker,6.678571,21.0,6.0,24.0,25.0,9.0,1.0,0.0,3.0,0.0,176.0,13.0,4.0,15.0,0.0,7.0,216.0,92.0,33.0,14.0,22.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0
2021,Valencia,César Tárrega,22,Spain,194.0,74.47086247086247,0.0,0.0,Defender,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Valencia,C. Piccini,32,Italy,189.0,79.0,6.0,3.0,Defender,6.85,3.0,3.0,7.0,2.0,1.0,1.0,0.0,0.0,0.0,99.0,2.0,10.0,14.0,2.0,1.0,44.0,28.0,10.0,9.0,3.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
2021,Valencia,K. Koindredi,23,France,184.0,80.0,10.0,1.0,Midfielder,6.52,9.0,2.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,44.0,2.0,3.0,4.0,0.0,4.0,40.0,17.0,3.0,2.0,6.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0
2021,Valencia,Jason,30,Spain,178.0,65.0,5.0,1.0,Midfielder,6.6,4.0,1.0,13.0,8.0,2.0,0.0,0.0,1.0,0.0,153.0,17.0,6.0,11.0,0.0,7.0,98.0,38.0,18.0,5.0,13.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0
2021,Valencia,D. Wass,35,Denmark,181.0,74.0,19.0,19.0,Midfielder,6.7,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,13.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0
2021,Valencia,Bryan Gil,23,Spain,175.0,60.0,13.0,9.0,Attacker,6.658333,4.0,7.0,6.0,7.0,2.0,0.0,0.0,1.0,0.0,191.0,10.0,11.0,13.0,0.0,1.0,110.0,51.0,35.0,17.0,20.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0
2021,Valencia,Toni Lato,27,Spain,171.0,64.0,11.0,7.0,Defender,6.53,4.0,4.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,234.0,3.0,16.0,17.0,0.0,8.0,82.0,35.0,8.0,8.0,6.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0
2021,Valencia,Gonçalo Guedes,28,Portugal,179.0,68.0,36.0,30.0,Attacker,7.077777,6.0,16.0,7.0,50.0,28.0,11.0,0.0,6.0,0.0,736.0,43.0,14.0,21.0,0.0,9.0,361.0,175.0,124.0,64.0,74.0,37.0,3.0,0.0,0.0,1.0,1.0,0.0
2021,Valencia,I. Moriba,21,Guinea,185.0,73.0,14.0,9.0,Midfielder,6.671428,5.0,5.0,5.0,10.0,5.0,0.0,0.0,0.0,0.0,278.0,2.0,15.0,26.0,0.0,12.0,150.0,72.0,14.0,7.0,25.0,21.0,8.0,1.0,0.0,0.0,0.0,0.0
2021,Valencia,Yellu Santiago,20,Spain,192.0,74.47086247086247,3.0,0.0,Midfielder,6.2,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,14.0,2.0,0.0,0.0,8.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Villarreal,Sergio Asenjo,34,Spain,189.0,87.0,6.0,6.0,Goalkeeper,6.8,0.0,0.0,30.0,0.0,0.0,0.0,9.0,0.0,19.0,188.0,0.0,24.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021,Villarreal,N. Iosifov,23,Russia,175.0,62.0,1.0,0.0,Attacker,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Villarreal,S. Aurier,32,Côte d'Ivoire,176.0,76.0,19.0,10.0,Defender,6.683333,9.0,2.0,11.0,7.0,2.0,0.0,0.0,1.0,0.0,629.0,6.0,28.0,14.0,7.0,11.0,105.0,55.0,19.0,14.0,6.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0
2021,Villarreal,G. Lo Celso,28,Argentina,177.0,68.0,16.0,11.0,Midfielder,7.075,5.0,7.0,5.0,13.0,6.0,1.0,0.0,1.0,0.0,513.0,17.0,26.0,22.0,0.0,5.0,159.0,93.0,40.0,26.0,42.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0
2021,Villarreal,A. Mandi,33,Algeria,184.0,78.0,17.0,14.0,Defender,6.988235,3.0,0.0,22.0,9.0,3.0,1.0,0.0,0.0,0.0,988.0,1.0,54.0,11.0,14.0,13.0,81.0,42.0,0.0,0.0,5.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0
2021,Villarreal,Iborra,36,Spain,190.0,80.0,20.0,12.0,Midfielder,6.629411,8.0,4.0,26.0,6.0,2.0,0.0,0.0,1.0,0.0,635.0,2.0,28.0,19.0,5.0,11.0,108.0,57.0,4.0,2.0,10.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0
2021,Villarreal,Juan Carlos Arana,24,Spain,178.0,69.0,0.0,0.0,Attacker,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Villarreal,Fer Niño,24,Spain,191.0,74.47086247086247,0.0,0.0,Attacker,6.690476,0.0,0.0,0.0,20.0,13.0,0.0,0.0,0.0,0.0,212.0,9.0,7.0,10.0,2.0,3.0,182.0,84.0,16.0,9.0,19.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Villarreal,Mario Gaspar,34,Spain,182.0,74.0,12.0,7.0,Defender,6.641666,5.0,3.0,31.0,1.0,1.0,0.0,0.0,0.0,0.0,308.0,5.0,20.0,10.0,3.0,6.0,48.0,23.0,4.0,3.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0
2021,Villarreal,Adrián de la Fuente,25,Spain,179.0,77.0,0.0,0.0,Defender,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Villarreal,Dani Raba,29,Spain,184.0,76.0,7.0,0.0,Attacker,6.25,7.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,1.0,8.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2021,Villarreal,Carlo Adriano,23,Spain,181.0,74.47086247086247,1.0,0.0,Midfielder,6.7,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Villarreal,Lanchi,23,Spain,175.0,74.47086247086247,0.0,0.0,Defender,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
