season,teamName,playerName,playerAge,nationality,height(cm),weight(kg),game_appear,game_lineups,game_minutes,position,rating,sub_in,sub_out,sub_bench,shots_total,shots_on,goals_total,goal_conceded,goal_assists,goal_saved,pass_total,key_pass,pass_accura,tackle_total,tackle_blocks,tackle_intercep,duel_total,duel_won,dribble_attemp,dribble_success,fouls_drawn,fouls_committed,yellow_card,yollowed_card,red_card,penalty_scored,penalty_missed,penalty_saved
2020,Osasuna,Roberto Torres,35,Spain,178.0,72.0,35.0,19.0,1890.0,Midfielder,6.745454,16.0,10.0,16.0,38.0,15.0,7.0,0.0,1.0,0.0,666.0,19.0,14.0,14.0,0.0,16.0,154.0,70.0,30.0,17.0,32.0,13.0,0.0,0.0,0.0,4.0,1.0,0.0
2020,Osasuna,Kike Barja,27,Spain,178.0,69.0,33.0,17.0,1431.0,Attacker,6.71,16.0,16.0,21.0,18.0,12.0,2.0,0.0,3.0,0.0,426.0,16.0,10.0,10.0,1.0,16.0,224.0,107.0,82.0,53.0,23.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0
2020,Osasuna,A. Budimir,33,Croatia,190.0,75.0,30.0,18.0,1622.0,Attacker,6.865517,12.0,11.0,13.0,38.0,22.0,11.0,0.0,0.0,0.0,391.0,9.0,8.0,20.0,4.0,2.0,364.0,198.0,26.0,13.0,31.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0
2020,Osasuna,Raúl Navas,36,Spain,186.0,84.0,2.0,2.0,169.0,Defender,6.3,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1.0,20.0,6.0,0.0,3.0,12.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Osasuna,Jony,33,Spain,179.0,76.0,22.0,9.0,865.0,Midfielder,6.709523,13.0,8.0,17.0,8.0,4.0,0.0,0.0,2.0,0.0,283.0,19.0,8.0,7.0,0.0,14.0,107.0,36.0,41.0,17.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Osasuna,Jonás Ramalho,30,Angola,181.0,68.0,5.0,3.0,303.0,Defender,6.46,2.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,1.0,15.0,5.0,0.0,2.0,22.0,16.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Osasuna,Manu Sánchez,24,Spain,179.0,70.0,16.0,10.0,972.0,Defender,6.9,6.0,3.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,1.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2020,Osasuna,Gorka Zabarte Moreno,23,Spain,175.0,74.0,0.0,0.0,0.0,Defender,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Osasuna,Iñaki Álvarez,27,Spain,181.19972733469666,74.30870917573873,0.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Osasuna,Asier Córdoba,24,Spain,184.0,70.0,0.0,0.0,0.0,Attacker,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Elche,P. Gazzaniga,32,Argentina,196.0,90.0,8.0,8.0,720.0,Goalkeeper,6.6125,0.0,0.0,11.0,0.0,0.0,0.0,9.0,0.0,15.0,219.0,1.0,15.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2020,Elche,L. Boyé,28,Argentina,179.0,81.0,34.0,32.0,2708.0,Attacker,6.697058,2.0,15.0,2.0,43.0,22.0,7.0,0.0,2.0,0.0,631.0,14.0,14.0,47.0,2.0,19.0,544.0,189.0,117.0,65.0,34.0,95.0,8.0,1.0,0.0,0.0,0.0,0.0
2020,Elche,Barragán,35,Spain,182.0,76.0,27.0,26.0,2238.0,Defender,6.811111,1.0,4.0,6.0,5.0,0.0,0.0,0.0,3.0,0.0,1110.0,10.0,35.0,28.0,8.0,32.0,171.0,96.0,15.0,10.0,25.0,35.0,8.0,0.0,0.0,0.0,0.0,0.0
2020,Elche,O. Mfulu,30,Congo DR,182.0,76.0,20.0,9.0,786.0,Midfielder,6.552941,11.0,9.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,343.0,2.0,17.0,18.0,1.0,11.0,69.0,34.0,3.0,1.0,6.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0
2020,Elche,Cifu,34,Spain,174.0,66.0,11.0,4.0,446.0,Defender,6.46,7.0,2.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,13.0,10.0,1.0,8.0,52.0,23.0,7.0,2.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
2020,Elche,Ramón Folch,35,Spain,182.0,78.0,1.0,0.0,0.0,Midfielder,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Elche,Jony Ñiguez,39,Spain,174.0,72.0,0.0,0.0,0.0,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Elche,Nino,41,Spain,169.0,68.0,16.0,0.0,269.0,Attacker,6.414285,16.0,0.0,33.0,2.0,1.0,0.0,0.0,0.0,0.0,113.0,2.0,6.0,0.0,0.0,0.0,29.0,10.0,4.0,2.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
2020,Elche,Nacho Ramón,25,Spain,186.0,80.0,0.0,0.0,0.0,Attacker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Elche,Víctor Rodríguez,35,Spain,170.0,70.0,16.0,2.0,415.0,Midfielder,6.53125,14.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,4.0,18.0,4.0,1.0,5.0,43.0,17.0,2.0,1.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0
2020,Elche,J. Mojica,32,Colombia,185.0,66.0,17.0,14.0,1204.0,Defender,6.605882,3.0,3.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,542.0,10.0,24.0,21.0,4.0,15.0,122.0,57.0,28.0,13.0,12.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0
2020,Elche,Claudio Medina,31,Spain,186.0,83.0,0.0,0.0,0.0,Attacker,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Elche,David Generelo,39,Spain,183.0,82.0,0.0,0.0,0.0,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Elche,Lluís Andreu,25,Spain,189.0,77.0,0.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Elche,César Moreno,23,Spain,183.0,71.0,0.0,0.0,0.0,Midfielder,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Elche,Luis Castillo Grau,22,Spain,181.19972733469666,74.30870917573873,0.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Elche,Nacho Pastor,24,Spain,186.0,80.0,0.0,0.0,0.0,Defender,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Elche,Gerard Barri,23,Spain,187.0,74.30870917573873,0.0,0.0,0.0,Defender,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Elche,Diego Bri,22,Spain,177.0,67.0,0.0,0.0,0.0,Attacker,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Elche,Cheikh Diamanka,23,Spain,181.19972733469666,74.30870917573873,0.0,0.0,0.0,Defender,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Barcelona,Jordi Alba,35,Spain,170.0,68.0,30.0,30.0,2648.0,Defender,7.3,0.0,4.0,1.0,22.0,6.0,2.0,0.0,10.0,0.0,2392.0,60.0,69.0,47.0,6.0,33.0,172.0,85.0,22.0,6.0,19.0,26.0,11.0,0.0,0.0,0.0,0.0,0.0
2021,Barcelona,Guillem Jaime,25,Spain,177.0,70.0,0.0,0.0,0.0,Defender,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Barcelona,Piqué,35,Spain,194.0,85.0,27.0,25.0,2096.0,Defender,7.111111,2.0,5.0,3.0,14.0,3.0,1.0,0.0,0.0,0.0,1677.0,5.0,55.0,22.0,16.0,34.0,200.0,123.0,6.0,6.0,15.0,30.0,9.0,1.0,0.0,0.0,0.0,0.0
2021,Barcelona,Sergio Busquets,36,Spain,189.0,73.0,36.0,36.0,3202.0,Midfielder,7.266666,0.0,4.0,0.0,10.0,4.0,2.0,0.0,0.0,0.0,2769.0,33.0,67.0,93.0,8.0,45.0,411.0,238.0,26.0,21.0,67.0,53.0,12.0,0.0,0.0,0.0,0.0,0.0
2021,Barcelona,Philippe Coutinho,32,Brazil,172.0,68.0,12.0,5.0,499.0,Midfielder,6.733333,7.0,5.0,11.0,17.0,7.0,2.0,0.0,0.0,0.0,302.0,1.0,21.0,6.0,0.0,4.0,75.0,34.0,19.0,13.0,13.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0
2021,Barcelona,L. Messi,37,Argentina,170.0,72.0,0.0,0.0,0.0,Attacker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Barcelona,Dani Alves,40,Brazil,172.0,70.0,0.0,0.0,0.0,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Barcelona,F. de Jong,27,Netherlands,181.0,74.0,32.0,30.0,2486.0,Midfielder,7.134375,2.0,12.0,3.0,17.0,8.0,3.0,0.0,3.0,0.0,1638.0,43.0,46.0,35.0,5.0,20.0,231.0,146.0,60.0,51.0,35.0,24.0,6.0,1.0,0.0,0.0,0.0,0.0
2021,Barcelona,S. Agüero,33,Argentina,173.0,70.0,4.0,2.0,151.0,Attacker,6.9,2.0,1.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,39.0,1.0,9.0,1.0,0.0,0.0,14.0,7.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Barcelona,M. Pjanić,34,Bosnia and Herzegovina,178.0,72.0,0.0,0.0,0.0,Midfielder,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Barcelona,Ferran Torres,24,Spain,184.0,77.0,18.0,17.0,1417.0,Attacker,7.027777,1.0,7.0,1.0,40.0,19.0,4.0,0.0,4.0,0.0,572.0,12.0,26.0,10.0,3.0,6.0,125.0,55.0,37.0,13.0,20.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0
2021,Barcelona,H. Abe,25,Japan,173.0,64.0,1.0,0.0,44.0,Attacker,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Barcelona,R. Manaj,27,Albania,182.0,76.0,4.0,1.0,104.0,Attacker,0.0,3.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Barcelona,Lucas de Vega,23,Brazil,178.0,74.0,0.0,0.0,0.0,Midfielder,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Barcelona,Pedri,22,Spain,174.0,60.0,12.0,10.0,890.0,Midfielder,7.241666,2.0,6.0,2.0,9.0,5.0,3.0,0.0,1.0,0.0,579.0,15.0,41.0,20.0,0.0,5.0,94.0,56.0,19.0,15.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Barcelona,Nils Mortimer,23,Spain,179.0,73.0,3.0,1.0,115.0,Attacker,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Barcelona,Jordi Escobar,22,Spain,188.0,78.0,1.0,1.0,46.0,Attacker,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Barcelona,Peque Polo,24,Spain,181.19972733469666,74.30870917573873,1.0,1.0,46.0,Attacker,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Barcelona,L. Carević,25,Montenegro,193.0,85.0,0.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Barcelona,Gavi,20,Spain,173.0,70.0,34.0,28.0,2330.0,Midfielder,6.858823,6.0,16.0,8.0,22.0,8.0,2.0,0.0,5.0,0.0,1196.0,21.0,31.0,38.0,0.0,25.0,392.0,192.0,86.0,53.0,69.0,63.0,10.0,1.0,0.0,0.0,0.0,0.0
2021,Atletico Madrid,J. Oblak,31,Slovenia,188.0,87.0,38.0,38.0,3420.0,Goalkeeper,6.644736,0.0,0.0,0.0,1.0,0.0,0.0,43.0,0.0,66.0,938.0,0.0,12.0,0.0,0.0,1.0,16.0,16.0,2.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021,Atletico Madrid,L. Suárez,37,Uruguay,182.0,86.0,35.0,20.0,1834.0,Attacker,6.877142,15.0,15.0,17.0,49.0,26.0,11.0,0.0,2.0,0.0,491.0,15.0,10.0,8.0,1.0,1.0,137.0,59.0,23.0,6.0,26.0,20.0,7.0,0.0,0.0,2.0,1.0,0.0
2021,Atletico Madrid,Šime Vrsaljko,30,Croatia,181.0,76.0,21.0,10.0,908.0,Defender,6.715789,11.0,6.0,21.0,4.0,1.0,1.0,0.0,2.0,0.0,456.0,3.0,16.0,27.0,1.0,12.0,124.0,70.0,7.0,5.0,5.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0
2021,Atletico Madrid,Y. Carrasco,31,Belgium,181.0,73.0,34.0,28.0,2591.0,Midfielder,7.094117,6.0,14.0,6.0,33.0,12.0,6.0,0.0,6.0,0.0,1022.0,54.0,24.0,34.0,5.0,19.0,331.0,169.0,136.0,88.0,39.0,30.0,5.0,0.0,0.0,2.0,0.0,0.0
2021,Atletico Madrid,I. Šaponjić,27,Serbia,190.0,86.0,0.0,0.0,0.0,Attacker,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Atletico Madrid,Joan Rojas,24,Spain,185.0,74.30870917573873,0.0,0.0,0.0,Defender,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Atletico Madrid,Josep Calavera,25,Spain,181.0,71.0,0.0,0.0,0.0,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Atletico Madrid,Manu Lama,23,Spain,192.0,82.0,0.0,0.0,0.0,Defender,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Atletico Madrid,Óscar Castro,23,Spain,177.0,73.0,0.0,0.0,0.0,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Atletico Madrid,Carlos Rojas,22,Spain,181.19972733469666,74.30870917573873,1.0,0.0,19.0,Attacker,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Atletico Madrid,Christian Gómez,24,Spain,187.0,74.30870917573873,0.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Atletico Madrid,Álvaro García,24,Spain,184.0,77.0,0.0,0.0,0.0,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Atletico Madrid,Sergio Guerrero,25,Spain,174.0,69.0,3.0,1.0,131.0,Midfielder,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021,Atletico Madrid,Fran González,26,Spain,190.0,74.30870917573873,0.0,0.0,0.0,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Atletico Madrid,Sergio Camus,27,Spain,176.0,73.0,0.0,0.0,0.0,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Atletico Madrid,Adrián Corral,21,Spain,183.0,76.0,0.0,0.0,0.0,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Atletico Madrid,Alberto Moreno,22,Spain,175.0,69.0,0.0,0.0,0.0,Midfielder,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Atletico Madrid,Carlos Martín,22,Spain,181.19972733469666,74.30870917573873,1.0,0.0,5.0,Attacker,6.7,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2021,Atletico Madrid,Ibrahima Cámara,21,Spain,181.0,74.30870917573873,0.0,0.0,0.0,Defender,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Atletico Madrid,Sergio Díez,21,Spain,178.0,75.0,0.0,0.0,0.0,Defender,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Athletic Club,Íñigo Martínez,33,Spain,182.0,76.0,27.0,26.0,2343.0,Defender,7.062962,1.0,1.0,1.0,19.0,9.0,3.0,0.0,0.0,0.0,1193.0,4.0,35.0,28.0,10.0,39.0,215.0,126.0,2.0,2.0,27.0,33.0,8.0,1.0,1.0,0.0,0.0,0.0
2021,Athletic Club,Muniain,32,Spain,170.0,65.0,35.0,34.0,2803.0,Attacker,7.331428,1.0,19.0,3.0,31.0,21.0,4.0,0.0,10.0,0.0,1373.0,107.0,33.0,32.0,1.0,17.0,329.0,183.0,104.0,65.0,81.0,15.0,3.0,0.0,0.0,1.0,2.0,0.0
2021,Athletic Club,Álex Berenguer,29,Spain,175.0,73.0,34.0,24.0,2172.0,Attacker,6.855882,10.0,13.0,12.0,34.0,16.0,3.0,0.0,6.0,0.0,717.0,43.0,15.0,45.0,2.0,16.0,386.0,173.0,71.0,33.0,46.0,44.0,8.0,0.0,0.0,0.0,1.0,0.0
2021,Athletic Club,Balenziaga,36,Spain,177.0,76.0,26.0,23.0,2026.0,Defender,6.708,3.0,4.0,14.0,5.0,2.0,0.0,0.0,0.0,0.0,763.0,8.0,22.0,33.0,4.0,21.0,157.0,84.0,12.0,6.0,12.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0
2021,Athletic Club,Yuri,34,Spain,181.0,79.0,14.0,11.0,1015.0,Defender,7.057142,3.0,3.0,6.0,5.0,3.0,1.0,0.0,2.0,0.0,493.0,7.0,27.0,25.0,6.0,13.0,104.0,73.0,11.0,8.0,19.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0
2021,Athletic Club,De Marcos,35,Spain,182.0,77.0,22.0,19.0,1684.0,Defender,6.927272,3.0,10.0,15.0,3.0,3.0,1.0,0.0,2.0,0.0,867.0,18.0,29.0,50.0,3.0,19.0,151.0,84.0,13.0,4.0,8.0,25.0,4.0,0.0,0.0,0.0,0.0,0.0
2021,Athletic Club,Unai Núñez,27,Spain,186.0,80.0,9.0,7.0,621.0,Defender,6.6,2.0,1.0,26.0,6.0,1.0,0.0,0.0,0.0,0.0,337.0,2.0,32.0,4.0,8.0,8.0,52.0,26.0,4.0,3.0,7.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0
2021,Athletic Club,Dani García,34,Spain,180.0,81.0,32.0,27.0,2192.0,Midfielder,6.621875,5.0,21.0,7.0,8.0,2.0,0.0,0.0,0.0,0.0,1027.0,9.0,25.0,36.0,10.0,24.0,216.0,95.0,6.0,4.0,22.0,44.0,9.0,0.0,0.0,0.0,0.0,0.0
2021,Athletic Club,Raúl García,38,Spain,184.0,83.0,35.0,24.0,1814.0,Midfielder,6.877142,11.0,23.0,12.0,33.0,14.0,6.0,0.0,2.0,0.0,582.0,18.0,10.0,27.0,4.0,9.0,285.0,125.0,12.0,9.0,32.0,49.0,4.0,0.0,0.0,0.0,1.0,0.0
2021,Athletic Club,Unai López,29,Spain,170.0,68.0,0.0,0.0,0.0,Midfielder,6.651851,0.0,0.0,0.0,15.0,7.0,0.0,0.0,0.0,0.0,770.0,24.0,25.0,19.0,0.0,10.0,158.0,58.0,27.0,14.0,17.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Athletic Club,K. Kodro,31,Bosnia and Herzegovina,190.0,80.0,0.0,0.0,0.0,Attacker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Athletic Club,I. Williams,30,Ghana,186.0,81.0,38.0,32.0,2787.0,Attacker,6.9,6.0,14.0,6.0,69.0,37.0,8.0,0.0,5.0,0.0,607.0,33.0,10.0,14.0,3.0,3.0,291.0,131.0,56.0,28.0,40.0,24.0,4.0,0.0,0.0,1.0,0.0,0.0
2021,Athletic Club,Mikel Vesga,31,Spain,191.0,83.0,32.0,17.0,1356.0,Midfielder,6.656666,15.0,12.0,20.0,11.0,4.0,2.0,0.0,0.0,0.0,705.0,12.0,17.0,27.0,5.0,20.0,182.0,92.0,15.0,9.0,17.0,34.0,5.0,2.0,0.0,0.0,0.0,0.0
2021,Athletic Club,Asier Villalibre,27,Spain,184.0,86.0,19.0,3.0,536.0,Attacker,6.55,16.0,4.0,19.0,14.0,6.0,2.0,0.0,0.0,0.0,111.0,3.0,4.0,4.0,1.0,1.0,80.0,40.0,5.0,4.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
